International Designator,Launch Vehicle,Payload,Country,Launch date
1972-057,SL-8 R/B,COSMOS 504|COSMOS 505|COSMOS 506|COSMOS 507|COSMOS 508|COSMOS 509|COSMOS 510|COSMOS 511,CIS,1972-07-20
1972-058,DELTA 1 DEB|DELTA 1 R/B|DELTA 1 DEB,LANDSAT 1 (ERTS 1),US,1972-07-23
1972-059,SL-4 R/B,COSMOS 512,CIS,1972-07-28
1972-060,SL-4 R/B|SL-4 DEB|COSMOS 513 DEB,COSMOS 513,CIS,1972-08-02
1972-061,EXPLORER 46 DEB,EXPLORER 46 (MTS),US,1972-08-13
1972-062,SL-8 R/B|SL-8 DEB,COSMOS 514,CIS,1972-08-16
1972-063,SL-4 R/B|COSMOS 515 DEB,COSMOS 515,CIS,1972-08-18
1972-064,M-4S R/B,DENPA (REXS),JPN,1972-08-19
1972-065,ATLAS CENTAUR R/B|OAO 3 DEB,OAO 3 (COPERNICUS),US,1972-08-21
1972-066,COSMOS 516 DEB [ANTENNA|COSMOS 516 DEB [PELPS],COSMOS 516,CIS,1972-08-21
1972-067,SL-4 R/B|SL-4 DEB,COSMOS 517,CIS,1972-08-30
1972-068,N/A,OPS 8888,US,1972-09-01
1972-069,SCOUT B-1 R/B|SCOUT B-1 DEB,TRIAD 1,US,1972-09-02
1972-070,SL-4 R/B|COSMOS 518 DEB,COSMOS 518,CIS,1972-09-15
1972-071,SL-4 R/B|SL-4 DEB|COSMOS 519 DEB,COSMOS 519,CIS,1972-09-16
1972-072,SL-6 PLAT|SL-6 R/B(1)|SL-6 DEB|SL-6 R/B(2),COSMOS 520,CIS,1972-09-19
1972-073,DELTA 1 R/B(1)|DELTA 1 R/B(2)|DELTA 1 DEB,EXPLORER 47 (IMP-7),US,1972-09-23
1972-074,SL-8 R/B|SL-8 DEB,COSMOS 521,CIS,1972-09-29
1972-075,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),MOLNIYA 2-3,CIS,1972-09-30
1972-076,ATLAS F BURNER 2 R/B|ATLAS F BURNER 2 DEB,OPS 8180 (RADCAT)|OPS 8180 (STP RADSAT),US,1972-10-02
1972-077,SL-4 R/B|COSMOS 522 DEB,COSMOS 522,CIS,1972-10-04
1972-078,SL-7 R/B|COSMOS 523 DEB,COSMOS 523,CIS,1972-10-05
1972-079,TITAN 3D R/B|TITAN 3D DEB,OPS 8314 (1)|OPS 8314 (2),US,1972-10-10
1972-080,SL-7 R/B,COSMOS 524,CIS,1972-10-11
1972-081,SL-6 R/B(1)|SL-6 PLAT|SL-6 DEB|SL-6 R/B(2),MOLNIYA 1-21,CIS,1972-10-14
1972-082,DELTA 1 R/B,NOAA 2 (ITOS-D)|OSCAR 6 (AO-6),US,1972-10-15
1972-083,SL-4 R/B|COSMOS 525 DEB,COSMOS 525,CIS,1972-10-18
1972-084,SL-7 R/B,COSMOS 526,CIS,1972-10-25
1972-085,SL-3 R/B,METEOR 1-13,CIS,1972-10-26
1972-086,SL-4 R/B|SL-4 DEB|COSMOS 527 DEB,COSMOS 527,CIS,1972-10-31
1972-087,SL-8 R/B,COSMOS 528|COSMOS 529|COSMOS 530|COSMOS 531|COSMOS 532|COSMOS 533|COSMOS 534|COSMOS 535,CIS,1972-11-01
1972-088,SL-8 R/B|SL-8 DEB,COSMOS 536,CIS,1972-11-03
1972-089,THOR BURNER 2 R/B,OPS 7323 (DMSP 5B F3),US,1972-11-09
1972-090,DELTA 1 R/B(1)|DELTA 1 R/B(2),ANIK A1 (TELESAT 1),CA,1972-11-10
1972-091,SCOUT D-1 R/B,EXPLORER 48 (SAS 2),US,1972-11-15
1972-092,SCOUT D-1 R/B,ESRO-4,ESRO,1972-11-22
1972-093,SL-4 R/B,COSMOS 537,CIS,1972-11-25
1972-094,SL-7 R/B|SL-7 DEB,INTERCOSMOS 8,CIS,1972-11-30
1972-095,SL-6 R/B(1)|SL-6 PLAT|SL-6 DEB|SL-6 R/B(2),MOLNIYA 1-22,CIS,1972-12-02
1972-096,SATURN 5 R/B,APOLLO 17 CM|APOLLO 17 LM,US,1972-12-07
1972-097,DELTA 1 R/B,NIMBUS 5,US,1972-12-11
1972-098,SL-6 PLAT|SL-6 R/B(1)|SL-6 R/B(2),MOLNIYA 2-4,CIS,1972-12-12
1972-099,SL-4 R/B|SL-4 DEB|COSMOS 538 DEB,COSMOS 538,CIS,1972-12-14
1972-100,SCOUT D-1 R/B,AEROS (GRS-B),GER,1972-12-16
1972-101,ATLAS AGENA R/B,OPS 9390,US,1972-12-20
1972-102,SL-8 R/B|COSMOS 539 DEB,COSMOS 539,CIS,1972-12-21
1972-103,N/A,OPS 3978,US,1972-12-21
1972-104,SL-8 R/B|SL-8 DEB,COSMOS 540,CIS,1972-12-25
1972-105,SL-4 R/B|COSMOS 541 DEB,COSMOS 541,CIS,1972-12-27
1972-106,SL-3 R/B,COSMOS 542,CIS,1972-12-28
1973-001,SL-12 R/B|SL-12 PLAT,LUNA 21,CIS,1973-01-08
1973-002,SL-4 R/B|COSMOS 543 DEB,COSMOS 543,CIS,1973-01-11
1973-003,SL-8 R/B|SL-8 DEB,COSMOS 544,CIS,1973-01-20
1973-004,SL-7 R/B,COSMOS 545,CIS,1973-01-24
1973-005,SL-8 R/B,COSMOS 546,CIS,1973-01-26
1973-006,SL-4 R/B|SL-4 DEB,COSMOS 547,CIS,1973-02-01
1973-007,SL-6 R/B(1)|SL-6 PLAT|SL-6 DEB|SL-6 R/B(2),MOLNIYA 1-23,CIS,1973-02-03
1973-008,SL-4 R/B|SL-4 DEB|COSMOS 548 DEB,COSMOS 548,CIS,1973-02-08
1973-009,SL-6 R/B|SL-6 PLAT,PROGNOZ 3,CIS,1973-02-15
1973-010,SL-8 R/B|SL-8 DEB,COSMOS 549,CIS,1973-02-28
1973-011,SL-4 R/B|COSMOS 550 DEB,COSMOS 550,CIS,1973-03-01
1973-012,SL-4 R/B|SL-4 DEB|COSMOS 551 DEB,COSMOS 551,CIS,1973-03-06
1973-013,ATLAS AGENA D R/B,OPS 6063,US,1973-03-06
1973-014,TITAN 3D R/B,OPS 8410,US,1973-03-09
1973-015,SL-3 R/B,METEOR 1-14,CIS,1973-03-20
1973-016,SL-4 R/B|COSMOS 552 DEB,COSMOS 552,CIS,1973-03-22
1973-017,SL-13 DEB|SL-13 R/B|SL-13 DEB,SALYUT 2,CIS,1973-04-03
1973-018,SL-6 PLAT|SL-6 R/B(1)|SL-6 R/B(2),MOLNIYA 2-5,CIS,1973-04-05
1973-019,ATLAS CENTAUR R/B(2)|ATLAS CENTAUR R/B(1),PIONEER 11,US,1973-04-06
1973-020,SL-7 R/B,COSMOS 553,CIS,1973-04-12
1973-021,COSMOS 554 DEB|SL-4 R/B|COSMOS 554 DEB|SL-4 DEB|COSMOS 554 DEB,COSMOS 554,CIS,1973-04-19
1973-022,SL-7 R/B,INTERCOSMOS 9,CIS,1973-04-19
1973-023,DELTA 1 R/B(1)|DELTA 1 R/B(2),ANIK A2 (TELESAT 2),CA,1973-04-20
1973-024,SL-4 R/B|COSMOS 555 DEB,COSMOS 555,CIS,1973-04-25
1973-025,SL-4 R/B|COSMOS 556 DEB,COSMOS 556,CIS,1973-05-05
1973-026,SL-13 R/B,COSMOS 557,CIS,1973-05-11
1973-027,SATURN 5 R/B|SATURN 5 DEB,SKYLAB 1,US,1973-05-14
1973-028,N/A,OPS 2093,US,1973-05-16
1973-029,SL-7 R/B,COSMOS 558,CIS,1973-05-17
1973-030,SL-4 R/B|SL-4 DEB|COSMOS 559 DEB,COSMOS 559,CIS,1973-05-18
1973-031,SL-4 R/B|SL-4 DEB|COSMOS 560 DEB,COSMOS 560,CIS,1973-05-23
1973-032,SATURN 1B R/B,SKYLAB 2,US,1973-05-25
1973-033,SL-4 R/B|COSMOS 561 DEB,COSMOS 561,CIS,1973-05-25
1973-034,SL-3 R/B,METEOR 1-15,CIS,1973-05-29
1973-035,SL-7 R/B,COSMOS 562,CIS,1973-06-05
1973-036,SL-4 R/B|SL-4 DEB|COSMOS 563 DEB,COSMOS 563,CIS,1973-06-06
1973-037,SL-8 R/B,COSMOS 564|COSMOS 565|COSMOS 566|COSMOS 567|COSMOS 568|COSMOS 569|COSMOS 570|COSMOS 571,CIS,1973-06-08
1973-038,SL-4 R/B|COSMOS 572 DEB,COSMOS 572,CIS,1973-06-10
1973-039,DELTA 1 R/B(2)|DELTA 1 R/B(1)|DELTA 1 DEB|EXPLORER 49 DEB|DELTA 1 DEB,EXPLORER 49 (RAE-2),US,1973-06-10
1973-040,TITAN 3C TRANSTAGE R/B,OPS 6157 (DSP 4),US,1973-06-12
1973-041,SL-4 R/B|COSMOS 573 DEB,COSMOS 573,CIS,1973-06-15
1973-042,SL-8 R/B,COSMOS 574,CIS,1973-06-20
1973-043,SL-4 R/B,COSMOS 575,CIS,1973-06-21
1973-044,SL-4 R/B|SL-4 DEB|COSMOS 576 DEB,COSMOS 576,CIS,1973-06-27
1973-045,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),MOLNIYA 2-6,CIS,1973-07-11
1973-046,TITAN 3D R/B,OPS 8261,US,1973-07-13
1973-047,SL-12 R/B|SL-12 PLAT,MARS 4,CIS,1973-07-21
1973-048,SL-4 R/B|COSMOS 577 DEB,COSMOS 577,CIS,1973-07-25
1973-049,SL-12 R/B|SL-12 PLAT,MARS 5,CIS,1973-07-25
1973-050,SATURN 1B R/B,SKYLAB 3,US,1973-07-28
1973-051,SL-4 R/B|SL-4 DEB,COSMOS 578,CIS,1973-08-01
1973-052,SL-12 R/B|SL-12 PLAT,MARS 6|MARS 6 DESCENT CRAFT,CIS,1973-08-05
1973-053,SL-12 R/B|SL-12 PLAT,MARS 7|MARS 7 DESCENT CRAFT,CIS,1973-08-09
1973-054,THOR BURNER 2 R/B,OPS 8364 (DMSP 5B F4),US,1973-08-17
1973-055,SL-4 R/B|SL-4 DEB|COSMOS 579 DEB,COSMOS 579,CIS,1973-08-21
1973-056,TITAN 34B AGENA D R/B,OPS 7724,US,1973-08-21
1973-057,SL-7 R/B,COSMOS 580,CIS,1973-08-22
1973-058,ATLAS CENTAUR R/B,INTELSAT 4-F7,ITSO,1973-08-23
1973-059,SL-4 R/B|SL-4 DEB|COSMOS 581 DEB,COSMOS 581,CIS,1973-08-24
1973-060,SL-8 R/B|SL-8 DEB,COSMOS 582,CIS,1973-08-28
1973-061,SL-6 R/B(1)|SL-6 PLAT|SL-6 DEB|SL-6 R/B(2),MOLNIYA 1-24,CIS,1973-08-30
1973-062,SL-4 R/B|SL-4 DEB,COSMOS 583,CIS,1973-08-30
1973-063,SL-4 R/B|SL-4 DEB|COSMOS 584 DEB,COSMOS 584,CIS,1973-09-06
1973-064,SL-8 R/B|SL-8 DEB,COSMOS 585,CIS,1973-09-08
1973-065,SL-8 R/B,COSMOS 586,CIS,1973-09-14
1973-066,SL-4 R/B|SL-4 DEB|COSMOS 587 DEB,COSMOS 587,CIS,1973-09-21
1973-067,SL-4 R/B|SL-4 DEB,SOYUZ 12,CIS,1973-09-27
1973-068,N/A,OPS 6275,US,1973-09-27
1973-069,SL-8 R/B,COSMOS 588|COSMOS 589|COSMOS 590|COSMOS 591|COSMOS 592|COSMOS 593|COSMOS 594|COSMOS 595,CIS,1973-10-02
1973-070,SL-4 R/B|COSMOS 596 DEB,COSMOS 596,CIS,1973-10-03
1973-071,SL-4 R/B|SL-4 DEB|COSMOS 597 DEB,COSMOS 597,CIS,1973-10-06
1973-072,SL-4 R/B|SL-4 DEB|COSMOS 598 DEB,COSMOS 598,CIS,1973-10-10
1973-073,SL-4 R/B|SL-4 DEB,COSMOS 599,CIS,1973-10-15
1973-074,SL-4 R/B|COSMOS 600 DEB,COSMOS 600,CIS,1973-10-16
1973-075,SL-7 R/B|COSMOS 601 DEB,COSMOS 601,CIS,1973-10-16
1973-076,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),MOLNIYA 2-7,CIS,1973-10-19
1973-077,SL-4 R/B|COSMOS 602 DEB,COSMOS 602,CIS,1973-10-20
1973-078,DELTA 1 DEB|DELTA 1 R/B(1)|DELTA 1 R/B(2)|DELTA 1 DEB,EXPLORER 50 (IMP-8),US,1973-10-26
1973-079,SL-4 R/B|SL-4 DEB|COSMOS 603 DEB,COSMOS 603,CIS,1973-10-27
1973-080,SL-3 R/B,COSMOS 604,CIS,1973-10-29
1973-081,SCOUT A-1 R/B|SCOUT A-1 DEB,NNSS 20 (TRANSIT 20),US,1973-10-30
1973-082,SL-8 R/B|SL-8 DEB,INTERCOSMOS 10,CIS,1973-10-30
1973-083,SL-4 R/B|COSMOS 605 DEB,COSMOS 605,CIS,1973-10-31
1973-084,SL-6 R/B(1)|SL-6 DEB|SL-6 R/B(2),COSMOS 606,CIS,1973-11-02
1973-085,N/A,MARINER 10 (MVM-73),US,1973-11-03
1973-086,DELTA 1 DEB|DELTA 1 R/B|DELTA 1 DEB,NOAA 3,US,1973-11-06
1973-087,SL-4 R/B|SL-4 DEB|COSMOS 607 DEB,COSMOS 607,CIS,1973-11-10
1973-088,TITAN 3D R/B|OPS 6630 DEB,OPS 6630 (1)|OPS 7705|OPS 6630 (2),US,1973-11-10
1973-089,SL-6 R/B(1)|SL-6 DEB|SL-6 PLAT|SL-6 R/B(2),MOLNIYA 1-25,CIS,1973-11-14
1973-090,SATURN 1B R/B,SKYLAB 4,US,1973-11-16
1973-091,SL-7 R/B,COSMOS 608,CIS,1973-11-20
1973-092,SL-4 R/B|COSMOS 609 DEB,COSMOS 609,CIS,1973-11-21
1973-093,SL-8 R/B|SL-8 DEB,COSMOS 610,CIS,1973-11-27
1973-094,SL-7 R/B,COSMOS 611,CIS,1973-11-28
1973-095,SL-4 R/B|COSMOS 612 DEB,COSMOS 612,CIS,1973-11-28
1973-096,SL-4 R/B|COSMOS 613 DEB,COSMOS 613,CIS,1973-11-30
1973-097,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),MOLNIYA 1-26,CIS,1973-11-30
1973-098,SL-8 R/B|SL-8 DEB,COSMOS 614,CIS,1973-12-04
1973-099,SL-7 R/B,COSMOS 615,CIS,1973-12-13
1973-100,TITAN 3C R/B(1)|TITAN 3C TRANSTAGE R/B,OPS 9433 (DSCS 2-3)|OPS 9434 (DSCS 2-4),US,1973-12-13
1973-101,DELTA 1 R/B,EXPLORER 51 (AE-C),US,1973-12-16
1973-102,SL-4 R/B|SL-4 DEB|COSMOS 616 DEB,COSMOS 616,CIS,1973-12-17
1973-103,SL-4 R/B|SL-4 DEB,SOYUZ 13,CIS,1973-12-18
1973-104,SL-8 R/B,COSMOS 617|COSMOS 618|COSMOS 619|COSMOS 620|COSMOS 621|COSMOS 622|COSMOS 623|COSMOS 624,CIS,1973-12-19
1973-105,SL-4 R/B|SL-4 DEB|COSMOS 625 DEB,COSMOS 625,CIS,1973-12-21
1973-106,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),MOLNIYA 2-8,CIS,1973-12-25
1973-107,SL-8 R/B,AUREOLE 2,FR,1973-12-26
1973-108,COSMOS 626 DEB|COSMOS 626 DEB [PELPS]|COSMOS 626 DEB [ANTENNA,COSMOS 626,CIS,1973-12-27
1973-109,SL-8 R/B,COSMOS 627,CIS,1973-12-29
1974-001,SL-8 R/B,COSMOS 628,CIS,1974-01-17
1974-002,THORAD DELTA 1 R/B|THORAD DELTA 1 DEB,SKYNET 2A,UK,1974-01-19
1974-003,SL-4 R/B|SL-4 DEB|COSMOS 629 DEB,COSMOS 629,CIS,1974-01-24
1974-004,SL-4 R/B|SL-4 DEB|COSMOS 630 DEB,COSMOS 630,CIS,1974-01-30
1974-005,SL-8 R/B|SL-8 DEB|COSMOS 631 DEB,COSMOS 631,CIS,1974-02-06
1974-006,SL-4 R/B|COSMOS 632 DEB,COSMOS 632,CIS,1974-02-12
1974-007,N/A,OPS 6889,US,1974-02-13
1974-008,M-3C R/B,TANSEI-2 (MS-T2),JPN,1974-02-16
1974-009,SCOUT D-1 R/B,SAN MARCO 4 (C-2),IT,1974-02-18
1974-010,SL-7 R/B,COSMOS 633,CIS,1974-02-27
1974-011,SL-3 R/B,METEOR 1-16,CIS,1974-03-05
1974-012,SL-7 R/B|SL-7 DEB,COSMOS 634,CIS,1974-03-05
1974-013,SCOUT D-1 R/B|SCOUT D-1 DEB,MIRANDA (X-4),UK,1974-03-09
1974-014,SL-4 R/B|COSMOS 635 DEB,COSMOS 635,CIS,1974-03-14
1974-015,THOR BURNER 2A R/B|THOR BURNER 2A DEB,OPS 8579 (DMSP 5B F5),US,1974-03-16
1974-016,SL-4 R/B|SL-4 DEB|COSMOS 636 DEB,COSMOS 636,CIS,1974-03-20
1974-017,SL-12 PLAT|SL-12 R/B(1)|SL-12 R/B(AUX MOTOR)|SL-12 R/B(2),COSMOS 637,CIS,1974-03-26
1974-018,SL-4 R/B|SL-4 DEB,COSMOS 638,CIS,1974-04-03
1974-019,SL-4 R/B|COSMOS 639 DEB,COSMOS 639,CIS,1974-04-04
1974-020,TITAN 3D R/B,OPS 6245|OPS 4547|OPS 6935,US,1974-04-10
1974-021,SL-4 R/B,COSMOS 640,CIS,1974-04-11
1974-022,THORAD DELTA 1 R/B(1)|THORAD DELTA 1 R/B(2),WESTAR 1,US,1974-04-13
1974-023,SL-6 R/B(1)|SL-6 PLAT|SL-6 DEB|SL-6 R/B(2),MOLNIYA 1-27,CIS,1974-04-20
1974-024,SL-8 R/B,COSMOS 641|COSMOS 642|COSMOS 643|COSMOS 644|COSMOS 645|COSMOS 646|COSMOS 647|COSMOS 648,CIS,1974-04-23
1974-025,SL-3 R/B,METEOR 1-17,CIS,1974-04-24
1974-026,SL-6 R/B(1)|SL-6 PLAT|SL-6 DEB|SL-6 R/B(2),MOLNIYA 2-9,CIS,1974-04-26
1974-027,SL-4 R/B|SL-4 DEB|COSMOS 649 DEB,COSMOS 649,CIS,1974-04-29
1974-028,SL-8 R/B,COSMOS 650,CIS,1974-04-29
1974-029,COSMOS 651 DEB [ANTENNA|COSMOS 651 DEB [PELPS]|COSMOS 651 DEB,COSMOS 651,CIS,1974-05-15
1974-030,SL-4 R/B|COSMOS 652 DEB,COSMOS 652,CIS,1974-05-15
1974-031,SL-4 R/B|SL-4 DEB,COSMOS 653,CIS,1974-05-15
1974-032,COSMOS 654 DEB [ANTENNA|COSMOS 654 DEB|COSMOS 654 DEB [PELPS]|COSMOS 654 DEB,COSMOS 654,CIS,1974-05-17
1974-033,THORAD DELTA 1 R/B(1)|THORAD DELTA 1 DEB|THORAD DELTA 1 R/B(2)|THORAD DELTA 1 DEB|SMS 1 AKM,SMS 1,US,1974-05-17
1974-034,SL-8 R/B|SL-8 DEB,INTERCOSMOS 11,CIS,1974-05-17
1974-035,SL-8 R/B|SL-8 DEB,COSMOS 655,CIS,1974-05-21
1974-036,SL-4 R/B,COSMOS 656,CIS,1974-05-27
1974-037,SL-12 PLAT|SL-12 R/B|SL-12 PLAT,LUNA 22,CIS,1974-05-29
1974-038,SL-4 R/B|SL-4 DEB|COSMOS 657 DEB,COSMOS 657,CIS,1974-05-30
1974-039,TITAN 3C R/B(1)|TITAN 3C TRANSTAGE R/B,ATS 6,US,1974-05-30
1974-040,SCOUT E-1 R/B|SCOUT E-1 DEB,EXPLORER 52 (HAWKEYE),US,1974-06-03
1974-041,SL-4 R/B,COSMOS 658,CIS,1974-06-06
1974-042,N/A,OPS 1776,US,1974-06-06
1974-043,SL-4 R/B|SL-4 DEB,COSMOS 659,CIS,1974-06-13
1974-044,SL-8 R/B,COSMOS 660,CIS,1974-06-18
1974-045,SL-8 R/B|SL-8 DEB,COSMOS 661,CIS,1974-06-21
1974-046,SL-13 R/B|SL-13 DEB,SALYUT 3,CIS,1974-06-24
1974-047,SL-7 R/B,COSMOS 662,CIS,1974-06-26
1974-048,SL-8 R/B,COSMOS 663,CIS,1974-06-27
1974-049,SL-4 R/B|SL-4 DEB|COSMOS 664 DEB,COSMOS 664,CIS,1974-06-29
1974-050,SL-6 R/B(1)|SL-6 R/B(2)|SL-6 PLAT,COSMOS 665,CIS,1974-06-29
1974-051,SL-4 R/B|SOYUZ 14 DEB,SOYUZ 14,CIS,1974-07-03
1974-052,SL-3 R/B,METEOR 1-18,CIS,1974-07-09
1974-053,SL-4 R/B|COSMOS 666 DEB,COSMOS 666,CIS,1974-07-12
1974-054,ATLAS F R/B|NTS 1 AKM,OPS 7518 (NTS 1),US,1974-07-14
1974-055,SCOUT D-1 R/B|SCOUT D-1 DEB,AEROS 2,GER,1974-07-16
1974-056,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),MOLNIYA 2-10,CIS,1974-07-23
1974-057,SL-4 R/B|COSMOS 667 DEB,COSMOS 667,CIS,1974-07-25
1974-058,SL-7 R/B,COSMOS 668,CIS,1974-07-25
1974-059,SL-4 R/B|SL-4 DEB|COSMOS 669 DEB,COSMOS 669,CIS,1974-07-26
1974-060,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(AUX MOTOR)|SL-12 R/B(2),MOLNIYA 1-S,CIS,1974-07-29
1974-061,SL-4 R/B,COSMOS 670,CIS,1974-08-06
1974-062,SL-4 R/B|COSMOS 671 DEB,COSMOS 671,CIS,1974-08-07
1974-063,THOR BURNER 2A R/B,OPS 6983 (DMSP 5B F6),US,1974-08-09
1974-064,SL-4 R/B|SL-4 DEB,COSMOS 672,CIS,1974-08-12
1974-065,N/A,OPS 3004,US,1974-08-14
1974-066,SL-3 R/B|SL-3 DEB|COSMOS 673 DEB,COSMOS 673,CIS,1974-08-16
1974-067,SL-4 R/B,SOYUZ 15,CIS,1974-08-26
1974-068,SL-4 R/B|COSMOS 674 DEB,COSMOS 674,CIS,1974-08-29
1974-069,SL-8 R/B,COSMOS 675,CIS,1974-08-29
1974-070,SCOUT D-1 R/B|SCOUT D-1 DEB,ANS,NETH,1974-08-30
1974-071,SL-8 R/B|SL-8 DEB,COSMOS 676,CIS,1974-09-11
1974-072,SL-8 R/B,COSMOS 677|COSMOS 678|COSMOS 679|COSMOS 680|COSMOS 681|COSMOS 682|COSMOS 683|COSMOS 684,CIS,1974-09-19
1974-073,SL-4 R/B|SL-4 DEB,COSMOS 685,CIS,1974-09-20
1974-074,SL-7 R/B|COSMOS 686 DEB,COSMOS 686,CIS,1974-09-26
1974-075,THOR DELTA 1 R/B(1)|THOR DELTA 1 R/B(2),WESTAR 2,US,1974-10-10
1974-076,SL-8 R/B,COSMOS 687,CIS,1974-10-11
1974-077,SCOUT B-1 R/B,ARIEL 5 (UK 5),UK,1974-10-15
1974-078,SL-4 R/B|SL-4 DEB|COSMOS 688 DEB,COSMOS 688,CIS,1974-10-18
1974-079,SL-8 R/B,COSMOS 689,CIS,1974-10-18
1974-080,SL-4 R/B|COSMOS 690 DEB,COSMOS 690,CIS,1974-10-22
1974-081,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2)|SL-6 DEB,MOLNIYA 1-28,CIS,1974-10-24
1974-082,SL-4 R/B|COSMOS 691 DEB,COSMOS 691,CIS,1974-10-25
1974-083,SL-3 R/B|SL-3 DEB,METEOR 1-19,CIS,1974-10-28
1974-084,SL-12 PLAT|SL-12 R/B,LUNA 23,CIS,1974-10-28
1974-085,TITAN 3D R/B,OPS 7122|OPS 6239|OPS 8452,US,1974-10-29
1974-086,SL-8 R/B|SL-8 DEB,INTERCOSMOS 12,CIS,1974-10-31
1974-087,SL-4 R/B|SL-4 DEB|COSMOS 692 DEB,COSMOS 692,CIS,1974-11-01
1974-088,SL-4 R/B|SL-4 DEB|COSMOS 693 DEB,COSMOS 693,CIS,1974-11-04
1974-089,THORAD DELTA 1 DEB|THORAD DELTA 1 R/B|THORAD DELTA 1 DEB,NOAA 4|OSCAR 7 (AO-7)|INTASAT,US,1974-11-15
1974-090,SL-4 R/B|SL-4 DEB|COSMOS 694 DEB,COSMOS 694,CIS,1974-11-16
1974-091,SL-7 R/B,COSMOS 695,CIS,1974-11-20
1974-092,SL-6 R/B(1)|SL-6 PLAT|SL-6 DEB|SL-6 R/B(2),MOLNIYA 3-1,CIS,1974-11-21
1974-093,ATLAS CENTAUR R/B,INTELSAT 4-F8,ITSO,1974-11-21
1974-094,THORAD DELTA 1 DEB|THORAD DELTA 1 R/B(1)|THORAD DELTA 1 R/B(2),SKYNET 2B,UK,1974-11-23
1974-095,SL-4 R/B|SL-4 DEB,COSMOS 696,CIS,1974-11-27
1974-096,SL-4 R/B|SL-4 DEB,SOYUZ 16,CIS,1974-12-02
1974-097,TITAN 3E CENTAUR R/B(1)|TITAN 3E CENTAUR R/B(2)|HELIOS 1 DEB,HELIOS 1,GER,1974-12-10
1974-098,SL-4 R/B|SL-4 DEB|COSMOS 697 DEB,COSMOS 697,CIS,1974-12-13
1974-099,SL-3 R/B,METEOR 1-20,CIS,1974-12-17
1974-100,SL-8 R/B|SL-8 DEB|COSMOS 698 DEB,COSMOS 698,CIS,1974-12-18
1974-101,THORAD DELTA 1 R/B(1)|THORAD DELTA 1 DEB|THORAD DELTA 1 R/B(2),SYMPHONIE 1,FGER,1974-12-19
1974-102,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),MOLNIYA 2-11,CIS,1974-12-21
1974-103,COSMOS 699 DEB|SL-11 R/B|COSMOS 699 DEB,COSMOS 699,CIS,1974-12-24
1974-104,SL-13 R/B|SALYUT 4 DEB,SALYUT 4,CIS,1974-12-26
1974-105,SL-8 R/B|COSMOS 700 DEB,COSMOS 700,CIS,1974-12-26
1974-106,SL-4 R/B|SL-4 DEB|COSMOS 701 DEB,COSMOS 701,CIS,1974-12-27
1975-001,SL-4 R/B|SOYUZ 17 DEB,SOYUZ 17,CIS,1975-01-10
1975-002,SL-4 R/B|SL-4 DEB,COSMOS 702,CIS,1975-01-17
1975-003,SL-7 R/B,COSMOS 703,CIS,1975-01-21
1975-004,DELTA 1 DEB|DELTA 1 R/B|DELTA 1 DEB,LANDSAT 2,US,1975-01-22
1975-005,SL-4 R/B|SL-4 DEB|COSMOS 704 DEB,COSMOS 704,CIS,1975-01-23
1975-006,SL-7 R/B,COSMOS 705,CIS,1975-01-28
1975-007,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),COSMOS 706,CIS,1975-01-30
1975-008,SL-8 R/B|SL-8 DEB,COSMOS 707,CIS,1975-02-05
1975-009,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),MOLNIYA 2-12,CIS,1975-02-06
1975-010,DIAMANT B-P4 R/B|DIAMANT B-P4 DEB,STARLETTE,FR,1975-02-06
1975-011,DELTA 1 R/B(1)|DELTA 1 DEB|SMS 2 AKM|DELTA 1 R/B(2),SMS 2,US,1975-02-06
1975-012,SL-8 R/B,COSMOS 708,CIS,1975-02-12
1975-013,SL-4 R/B|SL-4 DEB|COSMOS 709 DEB,COSMOS 709,CIS,1975-02-12
1975-014,M-3C R/B,TAIYO (SRATS),JPN,1975-02-24
1975-015,SL-4 R/B|SL-4 DEB|COSMOS 710 DEB,COSMOS 710,CIS,1975-02-26
1975-016,SL-8 R/B,COSMOS 711|COSMOS 712|COSMOS 713|COSMOS 714|COSMOS 715|COSMOS 716|COSMOS 717|COSMOS 718,CIS,1975-02-28
1975-017,TITAN 34B R/B|TITAN 34B DEB,OPS 2439,US,1975-03-10
1975-018,SL-4 R/B|SL-4 DEB|COSMOS 719 DEB,COSMOS 719,CIS,1975-03-12
1975-019,SL-4 R/B|SL-4 DEB|COSMOS 720 DEB,COSMOS 720,CIS,1975-03-21
1975-020,SL-4 R/B|SL-4 DEB|COSMOS 721 DEB,COSMOS 721,CIS,1975-03-26
1975-021,SL-4 R/B|SL-4 DEB|COSMOS 722 DEB,COSMOS 722,CIS,1975-03-27
